,student_id,group,region,category,score,target
93,94,B,South,A,66.80742140278502,1
94,95,B,East,C,70.23779126455341,0
95,96,B,South,C,83.74389180712727,0
96,97,B,West,B,77.62561329001925,1
97,98,B,North,,76.93589911367545,0
98,99,B,North,A,83.50897962167971,1
99,100,A,North,D,73.62628211600604,1
100,101,A,North,A,78.9046484992889,0
101,102,B,South,B,73.96778247067503,0
102,103,B,North,,77.65362349399628,0
103,104,B,North,B,69.17241342388418,0
104,105,B,North,A,50.611828417235714,0
105,106,B,South,C,73.65720837813696,0
106,107,B,South,A,89.2274813609994,1
107,108,B,South,D,84.26215402241593,1
108,109,B,West,A,84.6539748459117,1
109,110,A,West,,87.36130721806218,1
110,111,B,North,D,75.88657590961438,0
111,112,A,East,C,76.97315707405596,0
112,113,B,West,C,68.8234810456565,0
113,114,B,North,B,71.8392714397295,1
114,115,A,East,B,81.15771149771142,1
115,116,B,East,C,87.03884437168816,1
116,117,A,North,D,73.60553724319,0
117,118,B,South,C,70.49810735148588,0
118,119,B,East,C,75.00527958856597,1
119,120,A,East,C,81.01206748929116,0
120,121,B,North,B,60.56145183866458,0
121,122,A,South,,52.03819046862762,1
122,123,B,South,C,69.49463150508416,1
123,124,A,South,D,62.79287574085841,1
124,125,A,West,A,69.9185980235269,0
125,126,B,South,C,73.52219681182528,0
126,127,B,South,A,70.46751590976987,1
127,128,A,East,,89.52467534470745,1
128,129,B,North,A,78.2674476460232,1
129,130,B,South,B,78.00474359610828,1
130,131,B,East,C,81.22207144043402,1
131,132,A,East,B,63.61166882219231,0
132,133,A,West,C,85.39111787420269,1
133,134,A,West,C,74.2423571346454,1
134,135,A,North,D,81.70480617241212,0
135,136,A,South,A,64.28142766959844,1
136,137,A,West,B,59.46241233983936,0
137,138,A,South,A,83.17889658025028,1
138,139,A,South,D,78.76409526097517,0
139,140,A,South,D,65.9794844564249,0
140,141,B,North,C,66.30336918725305,0
141,142,A,South,,86.2543478441477,0
142,143,B,South,C,63.10588107132672,0
143,144,B,South,C,91.42672953255963,1
144,145,B,North,A,65.99379265352131,0
145,146,A,East,C,81.38391925608383,0
146,147,A,West,,71.71381524251015,1
147,148,A,West,D,81.03187431082343,1
148,149,A,East,C,69.55885997885807,0
149,150,B,South,C,73.37207093927705,0
150,151,A,North,A,75.40919175395722,0
151,152,A,West,B,64.97812544218527,0
152,153,A,West,,82.40824345420125,0
153,154,A,East,B,69.86786433528415,0
154,155,A,South,A,72.71400084659982,1
155,156,B,North,,65.05650625391488,0
156,157,A,South,,49.376663412046895,0
157,158,B,South,B,73.08972237399831,0
158,159,A,West,B,99.12615421612917,1
159,160,B,West,B,82.84604287898024,0
160,161,A,South,C,74.80739620265605,1
161,162,A,East,C,72.37109170791733,1
162,163,B,West,D,75.22465892812046,1
163,164,B,South,,80.4711911517521,1
164,165,B,North,D,63.19187184691155,0
165,166,A,North,D,86.14321694668872,0
166,167,B,South,A,82.15381315441245,1
167,168,A,North,D,82.18185725707934,1
168,169,A,North,A,79.38475738809727,1
169,170,B,South,D,75.1961665769399,1
170,171,B,North,B,81.7286123596682,0
171,172,A,East,D,80.91814133741379,1
172,173,A,North,D,71.45959289058976,0
173,174,B,West,D,69.26398227103098,1
174,175,B,South,C,76.01856295261987,1
175,176,B,East,B,90.49020151495188,1
176,177,A,North,A,62.60892924346099,1
177,178,A,South,B,60.3247473424756,0
178,179,A,East,A,76.64760841236517,1
179,180,A,East,C,75.50887701856018,0
180,181,A,East,B,76.73341664370409,1
181,182,A,South,D,77.439531979085,0
182,183,B,North,C,72.76797745365195,1
183,184,A,West,D,89.89863438602082,1
184,185,A,East,A,58.99096021523484,1
185,186,A,West,,66.71502975219754,0
186,187,B,West,D,73.96745239850952,1
187,188,A,South,B,58.568111888458326,0
188,189,A,East,C,73.24145595567929,1
189,190,B,North,C,91.61470165728018,1
190,191,A,South,A,75.20886488295962,1
191,192,A,South,C,77.30700905718683,1
192,193,A,West,,62.3983523482742,1
193,194,A,South,A,68.83638591960522,1
194,195,A,North,B,71.24803619676064,1
195,196,B,West,A,71.82284903243766,0
196,197,B,South,A,87.81643795003768,1
197,198,B,West,A,80.57691060725125,1
198,199,A,North,D,63.88542043062968,0
199,200,A,South,C,77.46504778432005,0
200,201,A,West,D,79.98221748496785,0
201,202,B,North,B,86.40149038521267,0
202,203,A,South,B,90.80540686568374,1
203,204,A,North,C,64.84905808172131,0
204,205,B,North,B,66.89142488789662,0
205,206,A,East,A,62.42422141085384,0
206,207,B,South,C,72.65980140893019,0
207,208,B,East,A,79.66358374446335,1
208,209,B,South,C,84.87334516589102,1
209,210,A,West,C,74.24048976357477,0
210,211,A,East,A,71.80152476745155,1
211,212,A,West,A,76.5175799224874,1
212,213,A,South,C,66.64857098369977,1
213,214,A,South,B,95.89538721694774,1
214,215,A,South,A,58.923389728819416,0
215,216,A,East,D,76.84740578895725,0
216,217,B,East,A,95.2360621922964,0
217,218,A,East,C,75.06799844559998,0
218,219,B,North,D,73.09960964998506,0
219,220,A,East,A,71.42554577189573,0
220,221,A,East,A,73.19608318237592,0
221,222,A,North,A,88.7284847467653,1
222,223,B,North,B,52.88138088670493,0
223,224,B,East,A,90.33433701296326,1
224,225,B,West,C,60.76042847549855,0
225,226,B,East,A,72.33347670765585,0
226,227,A,North,C,70.70755579701338,0
227,228,B,East,D,80.88553269770719,1
228,229,A,South,D,59.01875648116253,0
229,230,A,North,C,79.62172666081943,0
230,231,B,North,B,95.24309623286852,1
231,232,B,East,C,61.368259954071895,0
232,233,B,West,C,76.89706167610396,0
233,234,B,West,B,68.3801782220339,0
234,235,B,South,A,79.25887206193036,0
235,236,B,East,,75.19147777415752,0
236,237,B,South,B,68.58513090955691,1
237,238,B,East,A,79.87872284871074,1
238,239,A,South,B,93.04348109786744,1
239,240,B,South,B,73.09096208272702,1
240,241,B,South,D,82.19757942148182,1
241,242,A,South,C,62.06727042128836,0
242,243,B,East,C,65.43563623181991,0
243,244,A,West,A,79.72406277880377,0
244,245,A,South,,89.84116028535965,1
245,246,B,East,B,78.5561334878566,1
246,247,A,South,A,71.86941969476845,1
247,248,A,West,B,74.99291405423354,0
248,249,A,East,C,62.49592266030282,0
249,250,A,West,A,81.04515326355367,1
250,251,B,North,C,83.82333062323409,0
251,252,A,East,A,70.4790966716692,1
252,253,B,West,A,70.29957852240499,1
253,254,A,South,A,77.65878229652049,1
254,255,A,North,D,70.63280263959405,0
255,256,A,East,,74.33867385374178,0
256,257,A,West,D,95.99721789166516,1
257,258,B,West,B,72.52974299254004,1
258,259,B,East,A,71.41659847978778,1
259,260,A,East,C,68.52458194364841,0
260,261,A,North,B,82.44191971499937,0
261,262,B,South,D,73.18775826781896,1
262,263,A,South,A,68.50626961678574,1
263,264,A,East,B,88.21304032273012,1
264,265,A,North,A,89.19603004513637,1
265,266,B,West,B,68.99576434261294,0
266,267,B,East,C,56.33460048639384,0
267,268,B,East,B,85.07513689836922,1
268,269,A,South,B,68.15370174239996,0
269,270,A,East,B,82.90625599162769,0
270,271,B,North,B,55.29896182288165,0
271,272,B,East,C,83.92597338299309,0
272,273,B,North,D,62.88828070719219,1
273,274,B,South,D,82.30764119066525,1
274,275,A,East,C,75.14273067836434,1
275,276,B,North,B,65.46060580603356,0
276,277,A,South,C,70.9296368707322,1
277,278,B,East,B,81.86318456956701,1
278,279,A,East,B,76.05894453115235,1
279,280,B,West,D,80.84412980472484,0
280,281,B,West,A,94.76440584515484,1
281,282,B,West,D,59.357583882889486,0
282,283,B,South,B,91.17212574968624,0
283,284,A,South,C,76.04355937523214,0
284,285,B,North,,66.01215951676872,0
285,286,A,East,D,61.696863742610105,0
286,287,A,West,C,73.10879609222967,0
287,288,A,South,C,84.2165011192446,1
288,289,A,South,A,73.72450879622465,1
289,290,B,East,C,90.11154930247348,1
290,291,A,North,A,60.48824309948441,1
291,292,A,West,,74.87911052153946,0
292,293,A,West,C,62.47606555586881,0
293,294,B,West,C,78.63631882624968,0
294,295,B,North,A,83.868873900973,1
295,296,B,East,A,70.79238206318946,1
296,297,B,East,C,48.95786143372866,0
297,298,A,West,A,76.98948146796495,1
298,299,A,West,A,79.3673855173351,1
299,300,B,East,A,79.04294754961698,1
300,301,A,East,D,87.35782191822155,1
301,302,A,North,,64.28946320350951,0
302,303,A,West,B,81.8021610545045,1
303,304,B,West,B,86.92507512477975,0
304,305,B,South,B,57.21412415993483,1
305,306,A,East,C,78.19651825918977,0
306,307,B,East,C,69.95820168992329,0
307,308,B,East,A,74.18477326898355,1
308,309,B,South,A,78.47676483538336,0
309,310,B,North,A,70.12771435886448,1
310,311,B,East,C,68.24291920838388,0
311,312,A,East,C,75.34152417488025,0
312,313,B,North,B,64.12754061137197,0
313,314,A,East,A,64.14174871114815,0
314,315,A,East,A,81.79373282956503,0
315,316,B,West,D,63.51205964841344,0
316,317,A,West,B,81.66312500909211,0
317,318,A,South,C,79.6259129285395,1
318,319,A,North,C,57.741932712094034,0
319,320,B,South,B,68.22435347664344,1
320,321,B,East,A,86.94109403047372,1
321,322,A,North,A,65.18834468860318,1
322,323,B,South,,70.35595737690612,1
323,324,B,South,C,79.62060893251896,1
324,325,B,West,C,82.83390509282596,0
325,326,B,East,C,72.48461113955504,0
326,327,A,South,A,69.02489805308359,0
327,328,A,South,D,89.22369861698508,1
328,329,B,East,C,92.3889966379758,0
329,330,B,South,B,84.78858050781795,1
330,331,A,South,D,75.85318142565023,1
331,332,A,South,,66.91734278359074,1
332,333,B,North,,66.69555593443435,1
333,334,A,North,C,80.22514105265758,0
334,335,B,South,D,79.18398220888683,0
335,336,B,South,C,89.01598592946429,0
336,337,A,East,A,81.50450092536138,1
337,338,A,South,B,59.96919698240182,0
338,339,B,West,D,85.51947617722918,1
339,340,B,West,A,65.01939372685587,0
340,341,A,North,B,71.16028728047648,0
341,342,B,West,B,77.50200206251695,0
342,343,A,North,B,94.95667489783963,1
343,344,B,East,C,106.0991855600536,1
344,345,A,North,,81.06723059136183,1
345,346,A,South,A,73.16803381279612,1
346,347,A,North,A,80.3450564848055,1
347,348,B,East,A,83.87655425873837,1
348,349,B,West,D,98.65799696038724,1
349,350,A,West,C,92.95211355912322,1
350,351,B,North,B,77.30070759191402,0
351,352,A,East,D,79.97743089091394,1
352,353,A,South,D,81.65924252054461,1
353,354,B,East,D,79.21586610614456,0
354,355,B,South,D,83.38940500469613,1
355,356,A,North,B,68.82746813453076,0
356,357,B,North,C,69.4169824605397,0
357,358,B,South,B,63.99845767028305,1
358,359,A,West,D,79.39501230620226,1
359,360,A,North,,82.78936503512114,1
360,361,B,East,,79.57772866151886,0
361,362,A,South,C,91.74492433347538,1
362,363,A,West,A,74.94403981170953,1
363,364,B,South,C,81.68741655592513,0
364,365,A,South,D,64.08299123860685,0
365,366,A,West,D,71.12900297525599,1
366,367,B,North,A,81.95537757565778,1
367,368,B,North,A,83.49102110743144,0
368,369,A,East,A,72.06033052335818,1
369,370,A,East,C,74.28400748141934,1
370,371,B,South,D,59.82126253319191,0
371,372,B,South,A,71.42970799193391,1
372,373,B,West,C,83.90383163519786,1
373,374,B,South,D,80.75205016106567,1
374,375,A,North,,80.00665721381209,0
375,376,B,North,,75.49773687180961,1
376,377,B,East,C,75.07063158628176,1
377,378,A,West,C,68.39678860526553,0
378,379,B,North,B,81.98828420202534,0
379,380,A,South,,79.20972944389389,1
380,381,B,South,C,79.92018847992799,1
381,382,B,West,D,69.7396515733242,0
382,383,B,North,C,53.46657080128756,0
383,384,A,North,C,85.97152711753695,1
384,385,A,East,A,70.21162543991596,1
385,386,B,North,B,66.37224235956879,0
386,387,A,West,A,81.93478911913994,0
387,388,A,South,A,71.07987360080871,1
388,389,A,North,C,85.59936384046622,1
389,390,A,South,D,81.17005949576698,1
390,391,A,East,A,81.83569323200477,1
391,392,A,East,B,61.340442887994655,0
392,393,B,East,D,87.11943985386401,1
393,394,B,South,A,77.61250531233856,1
394,395,A,West,C,71.30722860753797,0
395,396,B,South,C,76.43388467342251,1
396,397,B,South,C,57.2376476710168,1
397,398,B,East,A,79.08652811480671,1
398,399,B,North,B,64.70628491817928,0
399,400,A,North,C,61.47329714156466,0
400,401,B,South,C,59.77640813782109,0
401,402,B,North,A,123.51987829080548,1
402,403,A,North,C,68.70736606307212,1
403,404,A,West,A,90.337277099165,1
404,405,B,South,C,69.64198536947703,1
405,406,B,East,A,57.92642042407053,0
406,407,B,East,D,63.83475560051341,0
407,408,B,South,B,87.35811620006939,1
408,409,B,South,B,73.44101822063332,1
409,410,B,South,A,69.51712703509399,1
410,411,A,West,B,76.60018225852788,0
411,412,B,South,D,80.01782736167544,1
412,413,B,West,D,86.1739881590246,1
413,414,A,South,B,89.48499229892926,1
414,415,A,West,B,71.40231354210914,0
415,416,A,South,C,61.73952313917962,0
416,417,A,South,D,70.86534838876725,1
417,418,B,East,C,77.60280506582886,0
418,419,B,East,B,65.3624107378939,0
419,420,B,North,B,65.42849085104957,0
420,421,B,East,C,78.43787881549885,0
421,422,B,South,,74.5134764842955,0
422,423,B,East,C,75.32796995411587,0
423,424,A,East,B,67.41504665299931,1
424,425,B,South,C,72.69599285794233,1
425,426,A,North,A,65.75766855731696,1
426,427,A,South,C,83.90198411124787,1
427,428,B,West,B,85.35249334723753,0
428,429,A,West,C,56.53812137761906,0
429,430,B,South,A,65.7048913980759,1
430,431,A,North,C,60.03470744909921,0
431,432,B,East,C,68.49976065593101,0
432,433,A,East,,74.16562030209639,1
433,434,B,West,C,60.5035478030147,0
434,435,B,North,C,65.78140186874687,0
435,436,B,South,D,64.96042627918501,1
436,437,B,North,B,77.07267329398944,0
437,438,B,East,D,75.6934433703625,1
438,439,A,North,B,67.78262446662747,0
439,440,A,West,A,76.76820872139398,1
440,441,A,South,A,69.53319915412735,0
441,442,B,West,B,72.28344889673947,0
442,443,A,West,C,91.73452090298537,1
443,444,B,East,C,88.40461051790348,1
444,445,B,South,C,62.004187630724026,0
445,446,A,North,C,83.29732417879174,0
446,447,A,North,B,83.11396554491591,0
447,448,B,East,,63.51736711247382,0
448,449,A,East,B,83.1877764375486,1
449,450,B,West,B,90.37931918412554,0
450,451,B,West,A,63.77455193755586,0
451,452,B,West,A,65.82497178985736,0
452,453,B,North,C,85.17661466843502,1
453,454,B,East,C,77.71495310825648,1
454,455,A,South,D,80.51476275239523,1
455,456,A,South,D,78.40589216400497,0
456,457,B,West,C,78.90695920928144,1
457,458,B,North,B,61.73527871688917,0
458,459,A,North,C,85.47317706621448,1
459,460,A,East,,86.69589992427774,0
460,461,B,North,A,72.70609255931973,1
461,462,A,West,B,74.56523050186138,1
462,463,B,South,D,59.68892497444278,1
463,464,A,South,B,80.14254756017834,1
464,465,B,South,,80.72057441714144,0
465,466,A,South,C,74.37808983000689,0
466,467,B,East,A,86.24353359870503,0
467,468,A,South,B,71.6592276902006,0
468,469,A,West,B,80.646059258936,1
469,470,B,South,A,64.80335661307885,1
470,471,A,West,A,74.76447849125762,0
471,472,B,East,,73.25645742097164,0
472,473,A,East,B,77.25307922040942,1
473,474,B,South,C,71.30473071166641,0
474,475,A,North,B,73.68527404328333,0
475,476,B,South,D,83.26047171441506,1
476,477,A,West,B,70.63235762761782,1
477,478,B,North,B,58.93422899261321,0
478,479,A,South,D,92.4958390420542,1
479,480,B,West,D,88.81454078690487,1
480,481,B,South,A,62.07737304894381,0
481,482,B,East,D,81.89707805245195,1
482,483,A,North,B,69.97025229448657,0
483,484,B,North,B,77.6348721533106,1
484,485,A,East,,77.94224129013493,0
485,486,B,South,A,72.65592199683678,0
486,487,A,West,C,67.16234334413603,0
487,488,B,South,B,68.0945894768374,0
488,489,A,South,B,65.83808084518758,1
489,490,A,East,C,66.68177791769556,0
490,491,B,East,C,74.32821709950645,1
491,492,A,West,A,67.84240010889248,0
492,493,A,South,C,81.8205206571262,1
493,494,B,West,,89.87246155335927,1
494,495,A,South,C,69.19946758629958,0
495,496,A,North,C,77.39404500535377,0
496,497,A,East,D,79.99685110302934,0
497,498,B,North,A,79.72002270919275,0
498,499,A,East,,75.75955267916088,1
499,500,B,South,B,82.42682418359722,1
500,501,A,North,,79.82248952680658,1
501,502,A,West,A,62.62337577672702,0
502,503,A,East,,83.69156064389273,1
503,504,B,East,A,83.87290837266742,1
504,505,A,East,B,67.36713895821418,0
505,506,A,West,C,75.37937835447602,1
506,507,B,West,B,81.83328992811069,0
507,508,A,East,,72.90686180420639,1
508,509,B,South,A,85.72978047766011,1
509,510,B,South,B,98.6387249461936,1
510,511,A,South,A,67.14013967365018,0
511,512,B,East,,61.18955396846225,0
512,513,A,East,D,78.03818595604876,1
513,514,B,North,A,82.21562505126144,1
514,515,B,East,C,72.69133626155231,0
515,516,A,East,B,89.53260663321035,0
516,517,B,North,B,61.61394200276752,0
517,518,B,West,D,81.9291862303161,1
518,519,B,East,A,68.94139179241107,0
519,520,B,North,C,92.19377906207296,0
520,521,B,West,D,94.9251535316812,1
521,522,A,South,C,67.33343412216652,1
522,523,B,East,D,69.5044286409142,0
523,524,A,East,A,83.59587886979801,1
524,525,B,East,,71.12869350210485,1
525,526,A,South,B,74.54588782067762,1
526,527,A,East,C,128.10341938280078,1
527,528,B,East,D,55.80326843802344,0
528,529,B,South,B,74.86162253905762,0
529,530,B,East,C,68.10272225935826,0
530,531,A,North,A,70.06877177600228,0
531,532,B,West,C,89.43632003468814,1
532,533,A,South,B,62.43493105720744,0
533,534,A,North,D,83.13205186747977,1
534,535,A,North,C,72.21037069668192,0
535,536,B,West,B,72.20239831504166,0
536,537,B,South,,82.90371896051711,1
537,538,A,East,A,78.4005129456889,1
538,539,A,North,A,80.70612997219531,1
539,540,B,South,B,118.78042858621426,1
540,541,A,West,,71.68691616816677,1
541,542,B,East,,68.8776326549225,1
542,543,A,South,C,64.14849473442202,0
543,544,B,West,A,66.74589470021044,0
544,545,A,East,D,104.49094425308724,1
545,546,B,West,C,87.44679580736786,0
546,547,A,South,A,61.48925633791978,0
547,548,B,North,C,61.7754204325643,0
548,549,B,East,C,79.81866061718492,1
549,550,A,North,A,80.47264797377967,1
550,551,A,East,B,80.48883835317365,0
551,552,B,West,B,72.45044206446302,0
552,553,A,East,A,73.745457399971,1
553,554,B,East,D,78.27879524159357,1
554,555,A,East,D,75.85893006293331,1
555,556,B,South,C,52.80699627252465,0
556,557,B,East,B,72.70200369424806,1
557,558,B,South,B,66.48593565739687,1
558,559,B,South,C,76.75211418908512,1
559,560,B,West,C,104.85259002603412,1
560,561,B,East,A,78.67481665474304,1
561,562,A,East,C,71.86470313827603,0
562,563,A,East,D,84.21801501977252,1
563,564,A,South,B,79.82687887209212,1
564,565,B,South,A,79.20094490451841,1
565,566,B,East,C,81.06850593215671,1
566,567,B,South,A,95.56543564829542,1
567,568,B,North,B,63.69111564674084,0
568,569,A,South,A,79.73632076811454,1
569,570,A,South,B,65.73618870018461,0
570,571,B,South,C,80.55512646342248,1
571,572,A,South,C,65.81313488513905,0
572,573,A,North,A,70.82633186394915,0
573,574,B,North,D,72.04910085762094,0
574,575,A,East,D,84.7581671934471,1
575,576,B,South,D,84.18454443942414,1
576,577,A,South,A,62.54282623553616,1
577,578,B,West,B,75.5493411099985,1
578,579,B,South,D,67.90420145250827,1
579,580,B,East,C,62.414950893246655,0
580,581,B,East,A,72.8298294957563,1
581,582,A,North,A,71.9151721154418,0
582,583,B,South,B,99.26716486345522,1
583,584,B,East,D,79.32959825360696,0
584,585,B,East,C,61.22382499245763,0
585,586,A,South,B,69.35225995829057,1
586,587,B,West,A,85.21383295429399,1
587,588,A,North,C,95.88442772869924,1
588,589,B,East,D,59.140166877620416,0
589,590,A,South,B,56.20075614860955,0
590,591,A,East,C,93.70965175371782,1
591,592,B,West,D,78.89614177370903,1
592,593,A,West,,66.31707268123634,0
593,594,B,West,C,80.34629086122435,0
594,595,B,South,B,48.64252260983122,0
595,596,B,North,C,75.0337550659716,0
596,597,A,South,C,78.27821172843085,1
597,598,A,North,C,84.2427013953783,1
598,599,B,East,C,64.86104047707462,0
599,600,B,South,B,75.8568716140336,0
600,601,A,North,D,65.74575373940412,0
601,602,B,East,C,77.55383755674318,0
602,603,B,East,A,66.04653677636976,0
603,604,B,East,C,70.91899160839779,1
604,605,A,East,C,65.04184605209771,0
605,606,A,North,B,81.51136241823657,0
606,607,A,South,,83.58451116656666,1
607,608,B,East,D,72.65379430042586,0
608,609,B,West,B,75.38237994960028,0
609,610,B,North,D,60.51408585366456,0
610,611,A,East,A,72.00323351993212,1
611,612,B,South,A,74.49795382958256,1
612,613,B,South,A,101.20793091029977,1
613,614,B,West,,63.88032974225837,1
614,615,B,West,C,89.64177238752437,1
615,616,A,West,A,84.96858773465809,1
616,617,A,North,B,77.80636404490136,0
617,618,B,East,C,92.58620484195134,1
618,619,A,South,A,78.72105472606863,1
619,620,A,North,D,78.89159195667929,1
620,621,B,East,D,74.46879346982455,0
621,622,B,East,C,87.23568882418627,1
622,623,A,East,D,85.96469233810883,1
623,624,B,East,B,68.74322712503788,0
624,625,A,West,,61.80752805401232,0
625,626,B,West,C,72.97019362604343,1
626,627,A,North,C,66.99961435602353,1
627,628,B,South,A,74.36475425384644,0
628,629,A,South,D,87.37438134684139,0
629,630,A,South,B,70.4269834491321,1
630,631,A,East,A,74.57176618688425,0
631,632,B,South,A,75.58022734808395,1
632,633,A,North,C,83.48430882205284,0
633,634,A,South,C,52.53110666015395,0
634,635,B,West,C,68.93299705234703,0
635,636,B,North,D,77.11283692279473,1
636,637,A,East,A,87.00078956426862,1
637,638,A,South,,70.08097552493795,0
638,639,B,South,A,56.23447293958126,1
639,640,B,West,,81.19711445966136,1
640,641,B,East,D,68.6463761117437,0
641,642,B,South,C,63.10333340909639,1
642,643,B,West,C,68.75654610286776,0
643,644,A,West,B,73.15474642344151,0
644,645,B,South,B,68.95255335461788,0
645,646,A,East,D,52.9443394290093,0
646,647,A,East,B,83.97066196887133,0
647,648,A,West,B,87.74875041278722,1
648,649,B,East,B,81.51521991339506,1
649,650,A,East,D,63.62314329575183,0
650,651,A,East,,72.98508466052482,0
651,652,B,East,,74.93478684770542,0
652,653,A,West,C,80.9879438956191,1
653,654,A,West,D,81.68340488718081,0
654,655,B,West,A,67.65826201221505,0
655,656,A,East,A,75.8199555641356,0
656,657,A,North,A,79.57280404615241,0
657,658,A,East,B,89.55822322146767,1
658,659,B,East,B,82.04506539824723,1
659,660,B,North,C,82.89056687375519,0
660,661,B,East,C,75.8382662792936,1
661,662,A,North,C,89.10459145203504,1
662,663,A,South,B,79.09762795959497,0
663,664,B,East,D,66.3891208982643,0
664,665,A,North,B,89.0336997012519,0
665,666,A,East,D,81.97903272539028,0
666,667,B,East,C,70.56955978871518,0
667,668,B,West,A,70.20507032600757,1
668,669,A,North,C,77.96575545140762,0
669,670,A,South,,79.63184795267584,0
670,671,A,West,,76.97292265631206,1
671,672,B,East,A,78.11308673442885,1
672,673,B,West,,91.9995737457638,1
673,674,B,South,D,85.71543152234887,1
674,675,B,West,A,76.90635591265024,0
675,676,A,West,D,84.41310580767484,1
676,677,B,East,B,64.67476096472461,0
677,678,B,North,C,78.97927049946809,1
678,679,B,East,C,93.0930634973311,1
679,680,B,West,C,72.81954104607627,0
680,681,B,East,B,66.52366071380915,0
681,682,A,South,A,68.4791111140694,1
682,683,A,West,A,64.10366962657612,1
683,684,B,East,B,67.15238091872297,0
684,685,A,North,C,71.2949190140997,0
685,686,B,East,,60.94432980821358,0
686,687,B,West,D,75.15618333949602,1
687,688,A,North,,84.02277173786648,1
688,689,A,South,C,65.9224381985308,0
689,690,B,East,,90.19283923641768,1
690,691,B,North,B,80.10792088527595,1
691,692,B,West,D,85.30580585624057,1
692,693,A,South,C,68.42165446147862,1
693,694,B,West,C,83.54525227066615,0
694,695,B,North,A,64.08066099604687,0
695,696,B,East,B,83.90247500836509,1
696,697,A,East,B,76.71839339793532,1
697,698,B,East,D,80.53251219984784,1
698,699,B,East,C,63.24405394375148,0
699,700,A,North,B,66.04930157723395,0
700,701,B,East,D,80.97228218253385,0
701,702,B,North,,65.51651995775799,1
